255010.SH,2008/04/02,0,0.5,0,0
255010.SH,2009/04/07,0,0.15,0,0
255010.SH,2009/12/28,0,0.01,0,0
255010.SH,2010/01/25,0,0.1,0,0
255010.SH,2010/05/10,0,0.14,0,0
255010.SH,2010/12/14,0,0.42,0,0
257010.SH,2006/12/04,0,0.15,0,0
257010.SH,2007/07/30,0,1.98,0,0
257020.SH,2006/03/01,0,0.02,0,0
257020.SH,2006/04/06,0,0.02,0,0
257020.SH,2006/04/24,0,0.08,0,0
257020.SH,2006/05/23,0,0.15,0,0
257020.SH,2007/01/31,0,1.04,0,0
257020.SH,2007/07/09,0,0,1.532,0
257020.SH,2011/03/03,0,0.04,0,0
257030.SH,2008/04/02,0,0.1,0,0
257030.SH,2010/05/10,0,0.06,0,0
257030.SH,2010/12/14,0,0.1,0,0
257030.SH,2011/03/22,0,0.021,0,0
257040.SH,2009/05/15,0,0.2,0,0
257040.SH,2009/12/28,0,0.01,0,0
257040.SH,2010/01/25,0,0.1,0,0
257040.SH,2010/12/28,0,0.05,0,0
257040.SH,2011/03/22,0,0.011,0,0
260101.SH,2004/03/19,0,0.02,0,0
260101.SH,2004/11/19,0,0.06,0,0
260101.SH,2005/05/26,0,0.04,0,0
260101.SH,2005/10/25,0,0.02,0,0
260101.SH,2006/04/13,0,0.04,0,0
260101.SH,2007/01/22,0,0.5,0,0
260101.SH,2007/03/19,0,0,2.131,0
260101.SH,2008/04/28,0,0.08,0,0
260101.SH,2009/12/25,0,0.02,0,0
260101.SH,2010/08/12,0,0.01,0,0
260101.SH,2011/01/12,0,0.01,0,0
260102.SH,2005/04/12,0,0.02,0,0
260103.SH,2004/03/19,0,0.02,0,0
260103.SH,2004/11/19,0,0.06,0,0
260103.SH,2005/08/15,0,0.02,0,0
260103.SH,2006/04/13,0,0.06,0,0
260103.SH,2006/11/20,0,0.68,0,0
260103.SH,2007/09/10,0,1.45,0,0
260104.SH,2005/03/18,0,0.04,0,0
260104.SH,2005/12/29,0,0.02,0,0
260104.SH,2006/04/04,0,0.03,0,0
260104.SH,2007/01/31,0,0.6,0,0
260104.SH,2008/04/25,0,0.18,0,0
260104.SH,2010/01/12,0,0.128,0,0
260104.SH,2011/01/11,0,0.138,0,0
260108.SH,2007/01/31,0,0.12,0,0
260108.SH,2007/07/17,0,1.23,0,0
260108.SH,2010/12/16,0,0.01,0,0
260109.SH,2008/04/25,0,0.18,0,0
260109.SH,2008/12/03,0,0.2,0,0
260109.SH,2008/12/29,0,0.06,0,0
260109.SH,2009/08/18,0,0.62,0,0
260109.SH,2010/01/12,0,0.128,0,0
260109.SH,2011/01/11,0,0.138,0,0
260111.SH,2010/01/12,0,0.18,0,0
260111.SH,2010/01/22,0,0.01,0,0
260111.SH,2011/01/12,0,0.158,0,0
260112.SH,2011/01/19,0,0.015,0,0
270001.SH,2004/02/25,0,0.04,0,0
270001.SH,2004/10/11,0,0.02,0,0
270001.SH,2004/11/04,0,0.02,0,0
270001.SH,2004/11/30,0,0.02,0,0
